ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	GLOTTOCODE	LATITUDE	LONGITUDE	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
7342	Jauja	bone	tullu	tullu	t u ʎ u		581	jauj1238	-11.67	-75.28	t u ʎ u	C V C V	t u ʎ u	t u ʎ u	C V C V
4047	Maragua	bone	tuλu	tuλu	t u ʎ u		581	sout2991	-18.96	-65.78	t u ʎ u	C V C V	t u ʎ u	t u ʎ u	C V C V
4048	Napo	bone	tullu	tullu	t u ʎ u		581	napo1242	-0.04	-76.23	t u ʎ u	C V C V	t u ʎ u	t u ʎ u	C V C V
4049	Pacaraos	bone	tulu	tulu	t u l u		581	paca1245	-11.14	-76.73	t u l u	C V C V	t u l u	t u l u	C V C V
4053	Puno	bone	tuλu	tuλu	t u ʎ u		581	puno1238	-14.61	-70.21	t u ʎ u	C V C V	t u ʎ u	t u ʎ u	C V C V
4057	Santiagueno	bone	tullu	tullu	t u ʒ u		581	sant1432	-27.79	-64.25	t u ʒ u	C V C V	t u ʒ u	t u ʒ u	C V C V
4066	Yanac	bone	tuλu	tuλu	t u ʎ u		581	coro1247	-8.58	-77.99	t u ʎ u	C V C V	t u ʎ u	t u ʎ u	C V C V
6737	Chetilla	branch	rikra	rikra	r i k r a		810	caja1238	-7.09	-78.32	r i k r a	C V C C V	r i k r - - - - a	r i k r a	C V C C V
6746	Inkawasi	branch	rikra	rikra	r i k r a		810	lamb1276	-6.17	-79.47	r i k r a	C V C C V	r i k r - - - - a	r i k r a	C V C C V
6730	Apuri	branch	chapra	chapra	tʃ a p ɾ a		621	apur1253	-12.89	-75.81	tʃ a p ɾ a	C V C C V	tʃ a p ɾ a	tʃ a p ɾ a	C V C C V
6732	Atalla	branch	čapra	čapra	tʃ a p r a		621	huan1249	-12.76	-74.87	tʃ a p r a	C V C C V	tʃ a p r a	tʃ a p r a	C V C C V
6741	Huallaga	branch	čapsa	čapsa	tʃ a p s a		621	hual1241	-9.57	-75.59	tʃ a p s a	C V C C V	tʃ a p s a	tʃ a p s a	C V C C V
6744	Huangascar	branch	chapra	chapra	tʃ a p ɾ a		621	azan1238	-12.9	-75.83	tʃ a p ɾ a	C V C C V	tʃ a p ɾ a	tʃ a p ɾ a	C V C C V
7343	Jauja	branch	chapla	chapla	tʃ a p l a		621	jauj1238	-11.67	-75.28	tʃ a p l a	C V C C V	tʃ a p l a	tʃ a p l a	C V C C V
6751	Maragua	branch	č'aχra	č'aχra	tʃʼ a χ r a		621	sout2991	-18.96	-65.78	tʃʼ a χ r a	C V C C V	tʃʼ a χ r a	tʃʼ a χ r a	C V C C V
6349	Apuri	bread	tanta	tanta	t a n t a		658	apur1253	-12.89	-75.81	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6350	Apurimac	bread	tanta	tanta	t a n t a		658	east2551	-13.89	-73.14	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6352	Atalla	bread	tanta	tanta	t a n t a		658	huan1249	-12.76	-74.87	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6353	Ayacucho	bread	tanta	tanta	t a n t a		658	ayac1239	-13.85	-74.32	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
7250	Azuay	bread	tanda	tanda	t a n d a		658	azua1234	-2.48	-78.97	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
6356	Chachapoyas	bread	tanta	tanta	t a n d a		658	chac1250	-6.27	-77.66	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
6358	Chetilla	bread	tanda	tanda	t a n d a		658	caja1238	-7.09	-78.32	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
6363	Huallaga	bread	tanta	tanta	t a n t a		658	hual1241	-9.57	-75.59	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6366	Huangascar	bread	tanta	tanta	t a n t a		658	azan1238	-12.9	-75.83	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6367	HuarazHuailas	bread	tanta	tanta	t a ɲ t a		658	huai1241	-9.52	-77.52	t a ɲ t a	C V C C V	t a ɲ t a	t a ɲ t a	C V C C V
6368	Imbabura	bread	tanda	tanda	t a n d a		658	imba1240	-0.23	-78.26	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
6369	Inkawasi	bread	tanda	tanda	t a n d a		658	lamb1276	-6.17	-79.47	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
7344	Jauja	bread	tanta	tanta	t a n t a		658	jauj1238	-11.67	-75.28	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6375	Maragua	bread	t'anta	t'anta	tʼ a n t a		658	sout2991	-18.96	-65.78	tʼ a n t a	C V C C V	tʼ a n t a	tʼ a n t a	C V C C V
6376	Napo	bread	tanda	tanda	t a n d a		658	napo1242	-0.04	-76.23	t a n d a	C V C C V	t a n d a	t a n d a	C V C C V
6377	Pacaraos	bread	tanta	tanta	t a n t a		658	paca1245	-11.14	-76.73	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6380	Puno	bread	t'anta	t'anta	tʼ a n t a		658	puno1238	-14.61	-70.21	tʼ a n t a	C V C C V	tʼ a n t a	tʼ a n t a	C V C C V
6384	Santiagueno	bread	tanta	tanta	t a n t a		658	sant1432	-27.79	-64.25	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
6392	Yanac	bread	tanta	tanta	t a n t a		658	coro1247	-8.58	-77.99	t a n t a	C V C C V	t a n t a	t a n t a	C V C C V
4262	Apuri	breast	ñuñu	ñuñu	ɲ u ɲ u		697	apur1253	-12.89	-75.81	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4263	Apurimac	breast	ñuñu	ñuñu	ɲ u ɲ u		697	east2551	-13.89	-73.14	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4266	Atalla	breast	ñuñu	ñuñu	ɲ u ɲ u		697	huan1249	-12.76	-74.87	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4267	Ayacucho	breast	ñuñu	ñuñu	ɲ u ɲ u		697	ayac1239	-13.85	-74.32	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4272	Chachapoyas	breast	chuchu,  ñuñu	ñuñu	ɲ u ɲ u		697	chac1250	-6.27	-77.66	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4286	Huangascar	breast	ñuñu	ñuñu	ɲ u ɲ u		697	azan1238	-12.9	-75.83	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4287	HuarazHuailas	breast	ñuñu	ñuñu	ɳ u ɳ u		697	huai1241	-9.52	-77.52	ɳ u ɳ u	C V C V	ɳ u ɳ u	ɳ u ɳ u	C V C V
4289	Inkawasi	breast	ñuñu	ñuñu	ɲ u ɲ u		697	lamb1276	-6.17	-79.47	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4297	Maragua	breast	ñuñu	ñuñu	ɲ u ɲ u		697	sout2991	-18.96	-65.78	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4303	Puno	breast	ñuñu	ñuñu	ɲ u ɲ u		697	puno1238	-14.61	-70.21	ɲ u ɲ u	C V C V	ɲ u ɲ u	ɲ u ɲ u	C V C V
4261	Apuri	breast	chichi	chichi	tʃ i tʃ i		696	apur1253	-12.89	-75.81	tʃ i tʃ i	C V C V	tʃ i tʃ - - i	tʃ i tʃ i	C V C V
4271	Chachapoyas	breast	chuchu,  ñuñu	chuchu	tʃ u tʃ u		696	chac1250	-6.27	-77.66	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4274	Chetilla	breast	čuču	čuču	tʃ u tʃ u		696	caja1238	-7.09	-78.32	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4280	Huallaga	breast	čuču, čiči	čuču	tʃ u tʃ u		696	hual1241	-9.57	-75.59	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4285	Huangascar	breast	chichi	chichi	tʃ i tʃ i		696	azan1238	-12.9	-75.83	tʃ i tʃ i	C V C V	tʃ i tʃ - - i	tʃ i tʃ i	C V C V
4288	Imbabura	breast	chuchu	chuchu	tʃ u tʃ u		696	imba1240	-0.23	-78.26	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4283	Jauja	breast	chuchu	chuchu	tʃ u tʃ u	(senos)	696	jauj1238	-11.67	-75.28	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4298	Napo	breast	chuchu	chuchu	tʃ u tʃ u		696	napo1242	-0.04	-76.23	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
4299	Pacaraos	breast	chuchu	chuchu	tʃ u tʃ u		696	paca1245	-11.14	-76.73	tʃ u tʃ u	C V C V	tʃ u tʃ - - u	tʃ u tʃ u	C V C V
5138	Apuri	brother (man's)	wawqui	wawqui	w au q i		740	apur1253	-12.89	-75.81	w au q i	C V C V	w au q i	w au q i	C V C V
5139	Apurimac	brother (man's)	wawqe	wawqe	w au q e		740	east2551	-13.89	-73.14	w au q e	C V C V	w au q e	w au q e	C V C V
5141	Atalla	brother (man's)	wawχi	wawχi	w au χ i		740	huan1249	-12.76	-74.87	w au χ i	C V C V	w au χ i	w au χ i	C V C V
5142	Ayacucho	brother (man's)	wawque	wawque	w au χ e		740	ayac1239	-13.85	-74.32	w au χ e	C V C V	w au χ e	w au χ e	C V C V
7228	Azuay	brother (man's)	huauqui	huauqui	w au k i		740	azua1234	-2.48	-78.97	w au k i	C V C V	w au k i	w au k i	C V C V
5145	Chachapoyas	brother (man's)	wawki	wawki	w au k i		740	chac1250	-6.27	-77.66	w au k i	C V C V	w au k i	w au k i	C V C V
5152	Huallaga	brother (man's)	wawqi	wawqi	w au q i		740	hual1241	-9.57	-75.59	w au q i	C V C V	w au q i	w au q i	C V C V
5155	Huangascar	brother (man's)	wawqui	wawqui	w au q i		740	azan1238	-12.9	-75.83	w au q i	C V C V	w au q i	w au q i	C V C V
5156	HuarazHuailas	brother (man's)	wawqi	wawqi	w au q i		740	huai1241	-9.52	-77.52	w au q i	C V C V	w au q i	w au q i	C V C V
5157	Imbabura	brother (man's)	wawki	wawki	w au k i		740	imba1240	-0.23	-78.26	w au k i	C V C V	w au k i	w au k i	C V C V
7345	Jauja	brother (man's)	wawqi	wawqi	w au ʔ i		740	jauj1238	-11.67	-75.28	w au ʔ i	C V C V	w au ʔ i	w au ʔ i	C V C V
5166	Napo	brother (man's)	huauqui	huauqui	w au k i		740	napo1242	-0.04	-76.23	w au k i	C V C V	w au k i	w au k i	C V C V
5167	Pacaraos	brother (man's)	wawqi	wawqi	w au χ e		740	paca1245	-11.14	-76.73	w au χ e	C V C V	w au χ e	w au χ e	C V C V
5175	Santiagueno	brother (man's)	wawqe	wawqe	w au q ɪ		740	sant1432	-27.79	-64.25	w au q ɪ	C V C V	w au q ɪ	w au q ɪ	C V C V
5184	Yanac	brother (man's)	ġo:qi	ġo:qi	ɢ oː q i		740	coro1247	-8.58	-77.99	ɢ oː q i	C V C V	ɢ oː q i	ɢ oː q i	C V C V
5165	Maragua	brother (man's)	ñaña	ñaña	ɲ a ɲ a		665	sout2991	-18.96	-65.78	ɲ a ɲ a	C V C V	ɲ a ɲ a	ɲ a ɲ a	C V C V
5171	Puno	brother (man's)	tura	tura	t u r a		781	puno1238	-14.61	-70.21	t u r a	C V C V	t u r a	t u r a	C V C V
5186	Apuri	brother (woman's)	turi	turi	t u ɾ i		781	apur1253	-12.89	-75.81	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
5187	Apurimac	brother (woman's)	toray	toray	t o r ai		781	east2551	-13.89	-73.14	t o r ai	C V C V	t o r ai	t o r ai	C V C V
5189	Atalla	brother (woman's)	turi	turi	t u r i		781	huan1249	-12.76	-74.87	t u r i	C V C V	t u r i	t u r i	C V C V
5190	Ayacucho	brother (woman's)	turi	turi	t u ɾ i		781	ayac1239	-13.85	-74.32	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
7229	Azuay	brother (woman's)	turi	turi	t u ɾ i		781	azua1234	-2.48	-78.97	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
5193	Chachapoyas	brother (woman's)	turi	turi	t u r i		781	chac1250	-6.27	-77.66	t u r i	C V C V	t u r i	t u r i	C V C V
5195	Chetilla	brother (woman's)	turi	turi	t u r i		781	caja1238	-7.09	-78.32	t u r i	C V C V	t u r i	t u r i	C V C V
5200	Huallaga	brother (woman's)	turi	turi	t u r i		781	hual1241	-9.57	-75.59	t u r i	C V C V	t u r i	t u r i	C V C V
5203	Huangascar	brother (woman's)	turi	turi	t u ɾ i		781	azan1238	-12.9	-75.83	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
5204	HuarazHuailas	brother (woman's)	turi	turi	t u ɾ i		781	huai1241	-9.52	-77.52	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
7346	Jauja	brother (woman's)	tuli	tuli	t u l i		781	jauj1238	-11.67	-75.28	t u l i	C V C V	t u l i	t u l i	C V C V
5214	Napo	brother (woman's)	turi	turi	t u r i		781	napo1242	-0.04	-76.23	t u r i	C V C V	t u r i	t u r i	C V C V
5215	Pacaraos	brother (woman's)	turi	turi	t u ɾ i		781	paca1245	-11.14	-76.73	t u ɾ i	C V C V	t u ɾ i	t u ɾ i	C V C V
5223	Santiagueno	brother (woman's)	tura	tura	t u ɾ a		781	sant1432	-27.79	-64.25	t u ɾ a	C V C V	t u ɾ a	t u ɾ a	C V C V
5233	Yanac	brother (woman's)	turi	turi	t u r i		781	coro1247	-8.58	-77.99	t u r i	C V C V	t u r i	t u r i	C V C V
6253	Apuri	cloud	puyu	puyu	p u j u		821	apur1253	-12.89	-75.81	p u j u	C V C V	p u j u	p u j u	C V C V
6254	Apurimac	cloud	puyu, fuyu	puyu	p u j u		821	east2551	-13.89	-73.14	p u j u	C V C V	p u j u	p u j u	C V C V
6257	Atalla	cloud	puyu	puyu	p u j u		821	huan1249	-12.76	-74.87	p u j u	C V C V	p u j u	p u j u	C V C V
6258	Ayacucho	cloud	puyu	puyu	p u j u		821	ayac1239	-13.85	-74.32	p u j u	C V C V	p u j u	p u j u	C V C V
7248	Azuay	cloud	puyu	puyu	p u j u		821	azua1234	-2.48	-78.97	p u j u	C V C V	p u j u	p u j u	C V C V
6261	Chachapoyas	cloud	puyu	puyu	p u j u		821	chac1250	-6.27	-77.66	p u j u	C V C V	p u j u	p u j u	C V C V
6271	Huangascar	cloud	puyu	puyu	p u j u		821	azan1238	-12.9	-75.83	p u j u	C V C V	p u j u	p u j u	C V C V
6273	Imbabura	cloud	fuyu	fuyu	f u j u		821	imba1240	-0.23	-78.26	f u j u	C V C V	f u j u	f u j u	C V C V
6281	Maragua	cloud	phuyu	phuyu	pʰ u j u		821	sout2991	-18.96	-65.78	pʰ u j u	C V C V	pʰ u j u	pʰ u j u	C V C V
6282	Napo	cloud	puyu	puyu	p u j u		821	napo1242	-0.04	-76.23	p u j u	C V C V	p u j u	p u j u	C V C V
6287	Puno	cloud	phuyu	phuyu	pʰ u j u		821	puno1238	-14.61	-70.21	pʰ u j u	C V C V	pʰ u j u	pʰ u j u	C V C V
6291	Santiagueno	cloud	puyu	puyu	p u j u		821	sant1432	-27.79	-64.25	p u j u	C V C V	p u j u	p u j u	C V C V
6263	Chetilla	cloud	pu.kutay	pu.kutay	p u k u t ai		848	caja1238	-7.09	-78.32	p u k u t ai	C V C V C V	p u k u t ai	p u k u t ai	C V C V C V
6268	Huallaga	cloud	pu.kutay	pu.kutay	p u k u t ai		848	hual1241	-9.57	-75.59	p u k u t ai	C V C V C V	p u k u t ai	p u k u t ai	C V C V C V
6272	HuarazHuailas	cloud	pukutay	pukutay	p u k u t ai		848	huai1241	-9.52	-77.52	p u k u t ai	C V C V C V	p u k u t ai	p u k u t ai	C V C V C V
6274	Inkawasi	cloud	pu.ktay	pu.ktay	p u k t ai		848	lamb1276	-6.17	-79.47	p u k - t ai	C V C C V	p u k - t ai	p u k t ai	C V C C V
7347	Jauja	cloud	pukutay	pukutay	p u k u t ai		848	jauj1238	-11.67	-75.28	p u k u t ai	C V C V C V	p u k u t ai	p u k u t ai	C V C V C V
6283	Pacaraos	cloud	pukutay	pukutay	p u k u t ai		848	paca1245	-11.14	-76.73	p u k u t ai	C V C V C V	p u k u t ai	p u k u t ai	C V C V C V
6300	Yanac	cloud	pu.kute	pu.kute	p u k u t eː		848	coro1247	-8.58	-77.99	p u k u t eː	C V C V C V	p u k u t eː	p u k u t eː	C V C V C V
992	Apuri	cold	chiri, alalay	chiri	tʃ i ɾ i		852	apur1253	-12.89	-75.81	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
994	Apurimac	cold	chiri	chiri	tʃ i r i		852	east2551	-13.89	-73.14	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
996	Atalla	cold	čiri	čiri	tʃ i r i		852	huan1249	-12.76	-74.87	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
997	Ayacucho	cold	chiri	chiri	tʃ i ɾ i		852	ayac1239	-13.85	-74.32	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
7283	Azuay	cold	chiri	chiri	tʃ i ɾ i		852	azua1234	-2.48	-78.97	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
1000	Chachapoyas	cold	chiri	chiri	tʃ i r i		852	chac1250	-6.27	-77.66	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
1002	Chetilla	cold	čiri	čiri	tʃ i r i		852	caja1238	-7.09	-78.32	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
1010	Huangascar	cold	chiri, alalay	chiri	tʃ i ɾ i		852	azan1238	-12.9	-75.83	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
1013	Imbabura	cold	chiri	chiri	tʃ i ɾ i		852	imba1240	-0.23	-78.26	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
1021	Maragua	cold	čiri	čiri	tʃ i r i		852	sout2991	-18.96	-65.78	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
1022	Napo	cold	chiri	chiri	tʃ i r i		852	napo1242	-0.04	-76.23	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
1027	Puno	cold	čiri	čiri	tʃ i r i		852	puno1238	-14.61	-70.21	tʃ i r i	C V C V	tʃ i r i	tʃ i r i	C V C V
1032	Santiagueno	cold	chiri	chiri	tʃ i ɾ i		852	sant1432	-27.79	-64.25	tʃ i ɾ i	C V C V	tʃ i ɾ i	tʃ i ɾ i	C V C V
993	Apuri	cold	chiri, alalay	alalay	a l a l ai		853	apur1253	-12.89	-75.81	a l a l ai	V C V C V	a l a l ai -	a l a l ai	V C V C V
1011	Huangascar	cold	chiri, alalay	alalay	a l a l ai		853	azan1238	-12.9	-75.83	a l a l ai	V C V C V	a l a l ai -	a l a l ai	V C V C V
1012	HuarazHuailas	cold	alaalay	alaalay	a l aː l ai		853	huai1241	-9.52	-77.52	a l aː l ai	V C V C V	a l aː l ai -	a l aː l ai	V C V C V
7348	Jauja	cold	alalaq	alalaq	a l a l a		853	jauj1238	-11.67	-75.28	a l a l a	V C V C V	a l a l a ʔ	a l a l a ʔ	V C V C V C
1023	Pacaraos	cold	alalay	alalay	a l a l ai		853	paca1245	-11.14	-76.73	a l a l ai	V C V C V	a l a l ai -	a l a l ai	V C V C V
1041	Yanac	cold	ala.la	ala.la	a l a l a		853	coro1247	-8.58	-77.99	a l a l a	V C V C V	a l a l a -	a l a l a	V C V C V
1332	Apuri	come, to	hamu-	hamu-	h a m u		860	apur1253	-12.89	-75.81	h a m u	C V C V	h a m - - u	h a m u	C V C V
1333	Apurimac	come, to	hamu, qamu	hamu	h a m u		860	east2551	-13.89	-73.14	h a m u	C V C V	h a m - - u	h a m u	C V C V
1335	Atalla	come, to	ha.mu.	ha.mu.	h a m u		860	huan1249	-12.76	-74.87	h a m u	C V C V	h a m - - u	h a m u	C V C V
1336	Ayacucho	come, to	hamu	hamu	h a m u		860	ayac1239	-13.85	-74.32	h a m u	C V C V	h a m - - u	h a m u	C V C V
7289	Azuay	come, to	shamu-na	shamu-na	ʃ a m a		860	azua1234	-2.48	-78.97	ʃ a m a	C V C V	ʃ a m u n a	ʃ a m u n a	C V C V C V
1339	Chachapoyas	come, to	shamu	shamu	ʃ a m u		860	chac1250	-6.27	-77.66	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1341	Chetilla	come, to	ša.mu.	ša.mu.	ʃ a m u		860	caja1238	-7.09	-78.32	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1346	Huallaga	come, to	ša.mu.	ša.mu.	ʃ a m u		860	hual1241	-9.57	-75.59	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1349	Huangascar	come, to	hamu-	hamu-	h a m u		860	azan1238	-12.9	-75.83	h a m u	C V C V	h a m - - u	h a m u	C V C V
1350	HuarazHuailas	come, to	shamuy	shamuy	ʃ a m u		860	huai1241	-9.52	-77.52	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1351	Imbabura	come, to	shamuna	shamuna	ʃ a m a		860	imba1240	-0.23	-78.26	ʃ a m a	C V C V	ʃ a m u n a	ʃ a m u n a	C V C V C V
1352	Inkawasi	come, to	ša.mu.	ša.mu.	ʃ a m u		860	lamb1276	-6.17	-79.47	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1359	Maragua	come, to	ha.mu.	ha.mu.	h a m u		860	sout2991	-18.96	-65.78	h a m u	C V C V	h a m - - u	h a m u	C V C V
1360	Napo	come, to	shamuna	shamuna	ʃ a m a		860	napo1242	-0.04	-76.23	ʃ a m a	C V C V	ʃ a m u n a	ʃ a m u n a	C V C V C V
1361	Pacaraos	come, to	sha-mu	sha-mu	ʃ a m u		860	paca1245	-11.14	-76.73	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
1365	Puno	come, to	ha.mu.	ha.mu.	h a m u		860	puno1238	-14.61	-70.21	h a m u	C V C V	h a m - - u	h a m u	C V C V
1369	Santiagueno	come, to	amuy	amuy	a m u		860	sant1432	-27.79	-64.25	- a m u	V C V	- a m - - u	a m u	V C V
1377	Yanac	come, to	ša.mu.	ša.mu.	ʃ a m u		860	coro1247	-8.58	-77.99	ʃ a m u	C V C V	ʃ a m - - u	ʃ a m u	C V C V
2452	Apuri	cry, to	waqa-	waqa-	w a q a		869	apur1253	-12.89	-75.81	w a q a	C V C V	w a q - - a	w a q a	C V C V
2453	Apurimac	cry, to	waqa	waqa	w a q a		869	east2551	-13.89	-73.14	w a q a	C V C V	w a q - - a	w a q a	C V C V
2454	Atalla	cry, to	waχa.	waχa.	w a χ a		869	huan1249	-12.76	-74.87	w a χ a	C V C V	w a χ - - a	w a χ a	C V C V
2455	Ayacucho	cry, to	waqa	waqa	w a χ a		869	ayac1239	-13.85	-74.32	w a χ a	C V C V	w a χ - - a	w a χ a	C V C V
7310	Azuay	cry, to	huacana	huacana	w a k a		869	azua1234	-2.48	-78.97	w a k a	C V C V	w a k a n a	w a k a n a	C V C V C V
2458	Chachapoyas	cry, to	waka	waka	w a k a		869	chac1250	-6.27	-77.66	w a k a	C V C V	w a k - - a	w a k a	C V C V
2460	Chetilla	cry, to	waγa.	waγa.	w a ʁ a		869	caja1238	-7.09	-78.32	w a ʁ a	C V C V	w a ʁ - - a	w a ʁ a	C V C V
2465	Huallaga	cry, to	waqa.	waqa.	w a q a		869	hual1241	-9.57	-75.59	w a q a	C V C V	w a q - - a	w a q a	C V C V
2468	Huangascar	cry, to	waqa-	waqa-	w a q a		869	azan1238	-12.9	-75.83	w a q a	C V C V	w a q - - a	w a q a	C V C V
2469	HuarazHuailas	cry, to	waqay	waqay	w a q ai		869	huai1241	-9.52	-77.52	w a q ai	C V C V	w a q - - ai	w a q ai	C V C V
2470	Imbabura	cry, to	wakana	wakana	w a k a		869	imba1240	-0.23	-78.26	w a k a	C V C V	w a k a n a	w a k a n a	C V C V C V
2471	Inkawasi	cry, to	waγa.	waγa.	w a ʁ a		869	lamb1276	-6.17	-79.47	w a ʁ a	C V C V	w a ʁ - - a	w a ʁ a	C V C V
7350	Jauja	cry, to	waqay	waqay	w a ʔ ai		869	jauj1238	-11.67	-75.28	w a ʔ ai	C V C V	w a ʔ - - ai	w a ʔ ai	C V C V
2477	Maragua	cry, to	waqa.	waqa.	w a q a		869	sout2991	-18.96	-65.78	w a q a	C V C V	w a q - - a	w a q a	C V C V
2478	Napo	cry, to	huacana	huacana	w a k a		869	napo1242	-0.04	-76.23	w a k a	C V C V	w a k a n a	w a k a n a	C V C V C V
2479	Pacaraos	cry, to	waqa	waqa	w a ʁ a		869	paca1245	-11.14	-76.73	w a ʁ a	C V C V	w a ʁ - - a	w a ʁ a	C V C V
2483	Puno	cry, to	waqa.	waqa.	w a q a		869	puno1238	-14.61	-70.21	w a q a	C V C V	w a q - - a	w a q a	C V C V
2487	Santiagueno	cry, to	waqay	waqay	w a χ ai		869	sant1432	-27.79	-64.25	w a χ ai	C V C V	w a χ - - ai	w a χ ai	C V C V
2495	Yanac	cry, to	waqa.	waqa.	w a q a		869	coro1247	-8.58	-77.99	w a q a	C V C V	w a q - - a	w a q a	C V C V
5377	Apuri	day	puntraw	puntraw	p u n ʈ au		875	apur1253	-12.89	-75.81	p u n ʈ au	C V C C V	p u n ʈ au	p u n ʈ au	C V C C V
5378	Apurimac	day	puchaw	puchaw	p u tʃ au		875	east2551	-13.89	-73.14	p u - tʃ au	C V C V	p u - tʃ au	p u tʃ au	C V C V
5380	Atalla	day	pun.čaw	pun.čaw	p u n tʃ au		875	huan1249	-12.76	-74.87	p u n tʃ au	C V C C V	p u n tʃ au	p u n tʃ au	C V C C V
5381	Ayacucho	day	punchaw	punchaw	p u n tʃ au		875	ayac1239	-13.85	-74.32	p u n tʃ au	C V C C V	p u n tʃ au	p u n tʃ au	C V C C V
7233	Azuay	day	punzha	punzha	p u n ʒ a		875	azua1234	-2.48	-78.97	p u n ʒ a	C V C C V	p u n ʒ a	p u n ʒ a	C V C C V
5384	Chachapoyas	day	punchaw	punchaw	p u n tʃ au		875	chac1250	-6.27	-77.66	p u n tʃ au	C V C C V	p u n tʃ au	p u n tʃ au	C V C C V
5386	Chetilla	day	pun.džaw	pun.džaw	p u n dʒ au		875	caja1238	-7.09	-78.32	p u n dʒ au	C V C C V	p u n dʒ au	p u n dʒ au	C V C C V
5394	Huangascar	day	puntraw	puntraw	p u n ʈ au		875	azan1238	-12.9	-75.83	p u n ʈ au	C V C C V	p u n ʈ au	p u n ʈ au	C V C C V
5396	Imbabura	day	puncha	puncha	p u n tʃ a		875	imba1240	-0.23	-78.26	p u n tʃ a	C V C C V	p u n tʃ a	p u n tʃ a	C V C C V
7351	Jauja	day	pun	pun	p u n		875	jauj1238	-11.67	-75.28	p u n - -	C V C	p u n - -	p u n	C V C
5404	Maragua	day	p'un.čay	p'un.čay	pʼ u n tʃ ai		875	sout2991	-18.96	-65.78	pʼ u n tʃ ai	C V C C V	pʼ u n tʃ ai	pʼ u n tʃ ai	C V C C V
